airport,type of traffic,2010-10-01 00:00:00,2010-11-01 00:00:00,2010-12-01 00:00:00,2011-01-01 00:00:00,2011-02-01 00:00:00,2011-03-01 00:00:00,2011-04-01 00:00:00,2011-05-01 00:00:00,2011-06-01 00:00:00,2011-07-01 00:00:00,2011-08-01 00:00:00,2011-09-01 00:00:00,2011-10-01 00:00:00,2011-11-01 00:00:00,2011-12-01 00:00:00,2012-01-01 00:00:00,2012-02-01 00:00:00,2012-03-01 00:00:00,2012-04-01 00:00:00,2012-05-01 00:00:00,2012-06-01 00:00:00,2012-07-01 00:00:00,2012-08-01 00:00:00,2012-09-01 00:00:00,2012-10-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,2013-10-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,2014-10-01 00:00:00,2014-11-01 00:00:00,2014-12-01 00:00:00,2015-01-01 00:00:00,2015-02-01 00:00:00,2015-03-01 00:00:00,2015-04-01 00:00:00,2015-05-01 00:00:00,2015-06-01 00:00:00,2015-07-01 00:00:00,2015-08-01 00:00:00,2015-09-01 00:00:00,2015-10-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,2016-10-01 00:00:00,2016-11-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,2017-06-01 00:00:00,2017-07-01 00:00:00,2017-08-01 00:00:00,2017-09-01 00:00:00,2017-10-01 00:00:00,2017-11-01 00:00:00,2017-12-01 00:00:00,2018-01-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,2018-08-01 00:00:00,2018-09-01 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-01 00:00:00,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,location,point,latitude,longitude,altitude
Bardufoss,Non-scheduled passenger flights,32,172,468,602,0,0,1867,343,366,176,275,270,699,352,989,693,0,985,1488,1064,369,278,0,0,0,177,1124,693,146,1046,1046,1315,159,115,0,0,0,923,1117,839,147,1229,1495,761,243,210,2149,157,372,557,963,903,0,3021,1015,1901,2,50,1196,1,65,0,97,781,3109,2790,256,2160,1,325,1445,263,0,0,540,752,0,0,0,0,3,9,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,165,0,150,0,0,2,7,0,0,0,0,0,930,0,595,67,257,134,66,159,0,"Bardufoss, Målselv, Troms og Finnmark, 9325, Norge","(69.0650033, 18.5207537, 0.0)",69.0650033,18.5207537,0.0
Bergen Flesland,Scheduled passenger flights,342383,311710,262888,265823,267246,325471,278899,350976,328116,228235,302650,356354,368138,356166,287832,300925,309923,355580,301402,372481,332022,254108,323403,353881,378776,359390,280637,298726,304336,312717,356692,362854,347683,255111,318317,368020,387942,352013,281712,305748,298397,345937,326525,356048,365045,248565,314585,360227,380581,337206,277173,274314,281368,321250,310408,329798,342183,236593,301078,333087,343973,319206,257658,260834,281916,290305,302792,329978,331166,224100,296781,342806,342451,314056,263363,268929,271388,323281,290714,342098,346995,230285,309123,346480,361977,331645,269507,281316,278470,304914,330719,339913,338779,243117,320252,356546,369418,344922,273441,291040,286215,338043,293713,347094,356674,237015,317223,365477,377329,338841,283096,296815,291262,161680,61335,77226,134349,182491,183971,183057,"Flesland, Ytrebygda, Bergen, Vestland, 5869, Norge","(60.2952861, 5.2137849, 0.0)",60.2952861,5.2137849,0.0
Bergen Flesland,"Helicopter, other",0,1,11,0,0,0,0,37,4,15,27,0,2,5,0,0,0,0,0,19,0,0,0,0,2,0,15,0,0,0,0,11,7,19,0,0,12,2,2,0,1,0,0,1,0,7,0,0,2,1,0,1,0,0,0,0,1,4,1,0,0,1,0,5,4,4,5,2,1,4,1,22,2,11,2,3,0,0,0,9,7,0,1,2,0,0,0,0,8,34,0,0,0,0,0,0,0,0,3,0,2,41,4,23,0,0,4,0,0,0,2,0,0,0,0,0,0,2,0,2,"Flesland, Ytrebygda, Bergen, Vestland, 5869, Norge","(60.2952861, 5.2137849, 0.0)",60.2952861,5.2137849,0.0
Bergen Flesland,"Helicopter, continental shelf",18278,18213,18334,16865,15242,20206,18441,20727,21870,18411,21888,21871,20977,22842,19921,16998,12440,14825,12867,15323,14242,12494,11438,10358,12139,11019,11016,12458,12901,13968,22874,22048,20131,20571,22822,22146,24477,23187,21739,22594,18711,20038,21195,20427,19947,20317,20053,22271,22341,19930,18458,16974,17462,18971,20055,19184,19651,17588,15795,16833,16515,14443,14256,14074,13466,15602,14574,16909,17080,14413,16431,14595,13452,13691,11954,12431,12150,13569,12281,14929,14357,12879,13576,13070,11511,12352,11330,11874,12641,14547,14169,16632,16018,13962,15909,16038,18001,16916,16030,16791,17201,17889,16514,19750,16862,18424,17762,18268,20389,17680,16784,18116,15674,14371,15108,16172,17840,18007,16984,18123,"Flesland, Ytrebygda, Bergen, Vestland, 5869, Norge","(60.2952861, 5.2137849, 0.0)",60.2952861,5.2137849,0.0
Bergen Flesland,Freight,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Flesland, Ytrebygda, Bergen, Vestland, 5869, Norge","(60.2952861, 5.2137849, 0.0)",60.2952861,5.2137849,0.0
Bergen Flesland,Non-scheduled passenger flights,239,656,373,350,327,1059,120,314,867,1757,666,540,585,1786,268,540,443,1337,857,177,113,850,399,497,1621,1124,953,290,2335,4125,1449,352,895,1141,217,631,1925,1379,736,579,190,480,822,281,1242,2740,1490,501,951,206,896,547,836,678,1116,841,248,2200,184,403,291,883,739,783,516,119,169,249,239,188,81,58,30,88,597,311,334,330,424,231,324,683,64,658,140,247,388,69,195,563,269,174,67,139,20,844,229,3,45,504,4,924,392,81,538,132,128,303,783,1627,1230,2971,1814,1081,775,756,1089,402,132,64,"Flesland, Ytrebygda, Bergen, Vestland, 5869, Norge","(60.2952861, 5.2137849, 0.0)",60.2952861,5.2137849,0.0
Bergen Flesland,All commercial flights,360900,330580,281606,283038,282815,346736,297460,372055,350857,248418,325231,378765,389704,380799,308021,318463,322808,371742,315126,388000,346377,267452,335240,364736,392538,371535,292621,311477,319572,330810,381015,385265,368725,276842,341356,390797,414357,376581,304189,328921,317299,366455,348542,376757,386234,271629,336128,382999,403875,357343,296527,291836,299666,340901,331579,349823,362083,256392,317061,350323,360782,334533,272653,275696,295902,306030,317540,347138,348486,238705,313320,357481,355935,327846,275916,281674,283872,337180,303419,357269,361683,243848,322790,360210,373628,344244,281225,293259,291314,320058,345157,356719,354864,257218,336181,373428,387648,361841,289519,308335,303422,356897,310623,366948,374076,255571,335117,384051,399161,358148,301114,317902,308750,177132,77218,94154,153278,200902,201087,201246,"Flesland, Ytrebygda, Bergen, Vestland, 5869, Norge","(60.2952861, 5.2137849, 0.0)",60.2952861,5.2137849,0.0
Bergen Flesland,Other commercial flights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,660,0,2,0,0,0,0,0,0,0,0,0,"Flesland, Ytrebygda, Bergen, Vestland, 5869, Norge","(60.2952861, 5.2137849, 0.0)",60.2952861,5.2137849,0.0
Berlevåg,All commercial flights,2070,2396,2195,1939,2113,2113,2221,2136,2147,2190,2207,2313,2814,1882,1974,1929,2181,2042,1917,2270,1843,2387,2460,2089,2341,2299,2188,1769,2195,2126,1740,1135,2109,2144,2136,2089,2054,1728,1668,1863,1536,1837,2025,1870,1965,1645,1905,1893,1890,1851,1779,1816,1570,2233,1763,1945,2070,1802,1873,1787,2124,2080,1676,1775,1736,1467,1989,1933,2107,1640,1882,1962,2263,2037,1961,1604,1806,1973,1790,1975,1964,1446,2038,1931,2037,2136,1703,1639,1779,2020,1991,1715,1819,1285,2018,1505,1978,1908,1639,1921,1819,2012,1805,2005,1989,1518,1973,2007,1991,1627,1703,1681,1644,875,0,0,1569,1939,1952,2392,"Berlevåg, Troms og Finnmark, Norge","(70.79904505, 29.150528646532546, 0.0)",70.79904505,29.150528646532546,0.0
Berlevåg,Scheduled passenger flights,2070,2396,2195,1939,2113,2113,2221,2136,2147,2190,2207,2313,2814,1882,1974,1929,2181,2042,1917,2270,1843,2387,2460,2089,2341,2299,2188,1769,2195,2126,1740,1135,2109,2144,2136,2089,2054,1728,1668,1863,1536,1837,2025,1870,1965,1645,1905,1893,1890,1851,1779,1816,1570,2233,1763,1945,2070,1802,1873,1787,2124,2080,1676,1775,1736,1467,1989,1933,2107,1640,1882,1962,2263,2037,1961,1604,1806,1973,1790,1975,1964,1446,2038,1931,2037,2136,1703,1639,1779,2020,1991,1715,1819,1285,2018,1505,1978,1908,1639,1921,1819,2012,1805,2005,1989,1518,1973,2007,1991,1627,1703,1681,1644,875,0,0,1569,1939,1952,2392,"Berlevåg, Troms og Finnmark, Norge","(70.79904505, 29.150528646532546, 0.0)",70.79904505,29.150528646532546,0.0
Berlevåg,"Helicopter, continental shelf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Berlevåg, Troms og Finnmark, Norge","(70.79904505, 29.150528646532546, 0.0)",70.79904505,29.150528646532546,0.0
Berlevåg,Other commercial flights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Berlevåg, Troms og Finnmark, Norge","(70.79904505, 29.150528646532546, 0.0)",70.79904505,29.150528646532546,0.0
Berlevåg,Non-scheduled passenger flights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Berlevåg, Troms og Finnmark, Norge","(70.79904505, 29.150528646532546, 0.0)",70.79904505,29.150528646532546,0.0
Berlevåg,"Helicopter, other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Berlevåg, Troms og Finnmark, Norge","(70.79904505, 29.150528646532546, 0.0)",70.79904505,29.150528646532546,0.0
Berlevåg,Freight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Berlevåg, Troms og Finnmark, Norge","(70.79904505, 29.150528646532546, 0.0)",70.79904505,29.150528646532546,0.0
Bodø,Non-scheduled passenger flights,22,5,223,240,0,429,18,42,179,172,155,41,0,252,206,41,278,95,39,41,394,0,558,8,1384,1032,1154,1769,1904,2268,52,125,438,85,418,211,832,1697,1474,1626,1664,1989,1246,100,0,387,196,84,768,0,16,275,274,449,142,257,183,287,4,374,555,423,191,53,96,210,236,1131,340,98,52,44,430,166,0,428,251,0,211,284,1984,3995,101,87,4,10,307,0,0,0,205,199,191,102,76,181,148,18,0,44,0,0,0,172,382,424,278,174,110,414,826,454,307,468,725,1118,1360,735,667,205,"Bodø, Nordland, Norge","(67.2839476, 14.3825834, 0.0)",67.2839476,14.3825834,0.0
Bodø,Freight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bodø, Nordland, Norge","(67.2839476, 14.3825834, 0.0)",67.2839476,14.3825834,0.0
Bodø,"Helicopter, continental shelf",0,0,0,0,0,0,21,0,0,0,0,83,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bodø, Nordland, Norge","(67.2839476, 14.3825834, 0.0)",67.2839476,14.3825834,0.0
Bodø,"Helicopter, other",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,45,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"Bodø, Nordland, Norge","(67.2839476, 14.3825834, 0.0)",67.2839476,14.3825834,0.0
Bodø,Other commercial flights,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,2,0,0,0,0,0,4,0,0,2,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,"Bodø, Nordland, Norge","(67.2839476, 14.3825834, 0.0)",67.2839476,14.3825834,0.0
Bodø,All commercial flights,163231,139608,116629,120240,125405,156789,146283,173694,179762,158321,163920,171155,173372,163248,137527,141321,148268,172765,138741,170572,161773,167693,166753,162860,171296,155927,124592,131071,136738,149152,150177,144656,164880,156699,152020,158058,159584,141884,118397,124749,127320,149984,146176,150545,174735,151906,151442,159568,163561,143447,118333,118646,125093,160191,143271,154526,175192,152414,155944,161015,165651,153500,125782,127055,144195,149325,152611,164192,180288,156113,166143,173087,168831,151712,131337,134829,140905,172039,148526,167817,187246,166508,175589,169491,171416,153161,122378,130671,137187,149083,158182,165932,178508,162161,173735,170613,172648,154930,128677,134845,138799,166925,145231,165384,183080,158214,176987,180435,184927,153406,134726,140805,145471,82082,23188,43580,80047,133991,110786,101322,"Bodø, Nordland, Norge","(67.2839476, 14.3825834, 0.0)",67.2839476,14.3825834,0.0
Bodø,Scheduled passenger flights,163209,139603,116406,120000,125405,156360,146231,173652,179583,158149,163765,171031,173370,162996,137313,141280,147988,172670,138702,170530,161377,167693,166187,162852,169912,154892,123438,129302,134834,146884,150125,144525,164442,156614,151602,157847,158752,140185,116923,123123,125656,147995,144930,150443,174735,151483,151246,159484,162793,143446,118317,118371,124819,159742,143129,154268,175009,152127,155940,160638,165094,153076,125591,126957,144099,149113,152375,163061,179948,156015,166091,173043,168401,151546,131335,134401,140654,172039,148315,167533,185243,162513,175488,169404,171412,153151,122071,130671,137185,149083,157977,165733,178317,162059,173659,170432,172500,154912,128677,134801,138799,166925,145231,165212,182697,157790,176705,180261,184817,152992,133900,140351,145164,81611,22463,42462,78687,133254,110119,101117,"Bodø, Nordland, Norge","(67.2839476, 14.3825834, 0.0)",67.2839476,14.3825834,0.0
Brønnøysund Brønnøy,Other commercial flights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brønnøysund, Brønnøy, Nordland, 8900, Norge","(65.4737042, 12.2111915, 0.0)",65.4737042,12.2111915,0.0
Brønnøysund Brønnøy,"Helicopter, other",0,1,0,0,0,0,0,5,0,0,4,0,0,0,2,0,0,0,1,0,1,0,1,0,0,3,1,0,44,0,3,12,0,0,24,0,0,0,0,0,0,0,0,7,1,12,0,0,18,1,0,0,0,0,0,0,0,0,26,0,6,0,0,0,0,0,15,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,2,3,0,0,0,0,0,0,0,3,0,0,1,0,8,0,0,0,2,0,0,0,0,0,0,0,0,"Brønnøysund, Brønnøy, Nordland, 8900, Norge","(65.4737042, 12.2111915, 0.0)",65.4737042,12.2111915,0.0
Brønnøysund Brønnøy,Freight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brønnøysund, Brønnøy, Nordland, 8900, Norge","(65.4737042, 12.2111915, 0.0)",65.4737042,12.2111915,0.0
Brønnøysund Brønnøy,Scheduled passenger flights,13100,12790,11230,10554,11246,13160,12446,13822,13577,13918,14548,15467,15988,14150,13461,12745,13706,13742,12940,15705,15213,15343,14978,13513,14939,14716,12432,13931,12891,11992,14091,12261,15639,16105,15454,13804,14444,12855,11353,10516,11599,12599,12514,13407,13872,13771,12772,12677,13149,12435,10900,9276,10622,13319,11605,12279,13856,14618,12480,12440,13139,12187,11123,10020,10882,11609,11575,12816,13389,14448,12763,13120,12937,11484,10811,10821,10820,12655,9114,9368,10553,10772,10290,8963,9254,8650,8727,8462,9008,10216,10267,10473,11056,11263,9603,10241,10580,9649,8005,8285,7884,9497,10017,10900,10899,13379,11997,9429,10071,9030,8513,8312,8725,6109,5541,6807,11013,14605,10084,8676,"Brønnøysund, Brønnøy, Nordland, 8900, Norge","(65.4737042, 12.2111915, 0.0)",65.4737042,12.2111915,0.0
Brønnøysund Brønnøy,All commercial flights,14838,14765,12998,12024,13004,15703,14236,14951,14554,15438,16847,18689,19172,16763,16333,14281,15387,15620,14514,17596,17304,17317,16870,15263,17111,17395,14948,16589,14616,14123,16857,15250,19233,20204,19213,16803,16694,14456,12935,12256,13150,14212,14526,15330,14968,15035,13762,13645,14656,13782,12265,10064,11443,14771,12602,13356,14873,15383,13273,13396,13947,12897,11828,10553,11498,12266,12791,14185,15102,16039,14083,14557,14131,12608,11816,11955,11755,13436,10149,10170,11589,11943,11614,9647,10271,10413,10166,10094,10726,12546,12526,12738,13086,13533,11909,12617,12609,11457,9421,9946,9252,11186,11954,12809,12106,15870,14628,11471,11897,11047,10580,10399,11274,7698,6768,7540,11960,15611,11061,10266,"Brønnøysund, Brønnøy, Nordland, 8900, Norge","(65.4737042, 12.2111915, 0.0)",65.4737042,12.2111915,0.0
Brønnøysund Brønnøy,"Helicopter, continental shelf",1595,1944,1733,1404,1675,2404,1749,1108,967,1498,2268,3215,3184,2613,2849,1521,1681,1802,1573,1838,2083,1974,1884,1750,2172,2673,2483,2658,1669,2069,2733,2873,3585,4092,3735,2999,2250,1601,1532,1740,1551,1613,1982,1916,1054,1252,990,968,1489,1346,1343,788,821,1452,997,1077,1017,699,767,932,802,710,652,533,616,657,1201,1369,1713,1591,1320,1437,1194,1124,988,1134,935,781,1035,802,1036,1171,1320,684,1017,1763,1439,1632,1718,2330,2259,2265,2011,2268,2303,2348,2029,1808,1416,1661,1368,1689,1934,1909,1207,2490,2631,2034,1826,2017,2040,2075,2549,1556,974,654,826,890,868,1377,"Brønnøysund, Brønnøy, Nordland, 8900, Norge","(65.4737042, 12.2111915, 0.0)",65.4737042,12.2111915,0.0
Brønnøysund Brønnøy,Non-scheduled passenger flights,143,30,35,66,83,139,41,16,10,22,27,7,0,0,21,15,0,76,0,53,7,0,7,0,0,3,32,0,12,62,30,104,9,7,0,0,0,0,50,0,0,0,30,0,41,0,0,0,0,0,22,0,0,0,0,0,0,66,0,24,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,0,33,253,79,121,116,109,213,"Brønnøysund, Brønnøy, Nordland, 8900, Norge","(65.4737042, 12.2111915, 0.0)",65.4737042,12.2111915,0.0
Båtsfjord,All commercial flights,3498,3406,3120,2860,3248,3303,3235,3443,3479,3318,3556,3580,3637,3045,2800,3066,3244,3278,3091,3494,3037,3498,3874,3356,3677,3281,2984,2989,3349,3569,2818,1919,3640,3490,3632,3611,3777,2901,2910,3352,2883,3459,3316,3403,3668,3020,3551,3343,3245,3108,2934,3016,2594,3296,3191,3464,3739,3489,3432,3457,3960,3463,3197,3067,3141,1837,3597,3875,3593,2974,4000,4011,4122,3834,3551,3212,3234,3680,3311,3840,3672,3019,3544,3703,3966,3739,3250,3306,3292,3402,3555,3117,3226,3127,4095,3230,3672,3552,3084,3554,3034,3531,2943,3345,3536,3331,3308,3436,3621,2911,2849,3253,2938,2005,1100,2190,2171,2851,3078,4137,"Båtsfjord, Troms og Finnmark, Norge","(70.61427605, 30.327265303498322, 0.0)",70.61427605,30.327265303498322,0.0
Båtsfjord,Scheduled passenger flights,3498,3406,3120,2860,3248,3303,3235,3443,3479,3318,3556,3580,3637,3045,2800,3066,3244,3278,3091,3494,3037,3498,3874,3356,3677,3281,2984,2989,3349,3569,2818,1919,3640,3490,3632,3611,3777,2901,2910,3352,2883,3459,3316,3403,3599,3020,3551,3343,3245,3108,2934,3016,2531,3241,3191,3464,3739,3489,3432,3457,3960,3463,3197,3067,3141,1837,3597,3875,3593,2974,4000,4011,4122,3834,3551,3212,3234,3680,3311,3840,3672,3019,3544,3646,3966,3739,3250,3306,3292,3402,3555,3117,3226,3127,4095,3230,3672,3552,3084,3554,3034,3531,2943,3345,3536,3331,3308,3436,3621,2911,2849,3253,2938,2005,1100,2190,2171,2851,3078,4137,"Båtsfjord, Troms og Finnmark, Norge","(70.61427605, 30.327265303498322, 0.0)",70.61427605,30.327265303498322,0.0
Båtsfjord,Non-scheduled passenger flights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,63,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Båtsfjord, Troms og Finnmark, Norge","(70.61427605, 30.327265303498322, 0.0)",70.61427605,30.327265303498322,0.0
Båtsfjord,Freight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Båtsfjord, Troms og Finnmark, Norge","(70.61427605, 30.327265303498322, 0.0)",70.61427605,30.327265303498322,0.0
Båtsfjord,"Helicopter, other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Båtsfjord, Troms og Finnmark, Norge","(70.61427605, 30.327265303498322, 0.0)",70.61427605,30.327265303498322,0.0
